Titlu,Living,Bucătărie,Dormitor matrimonial,Baie,Hol,Dormitor,Suprafață utilă,Balcon,Suprafață utilă totală,Suprafață construită,Bloc,Scara,Apt.,Etaj,Disponibilitate
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,22,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,37,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,38,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",10,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,22,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,37,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,38,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",11,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,22,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,37,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,38,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",12,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",7,,8,Parter,Rezervat
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",7,,9,Parter,Rezervat
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",7,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",7,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",8,,8,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",8,,9,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",8,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",8,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",9,,8,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",9,,9,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",9,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",9,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",10,,8,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",10,,9,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",10,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",10,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",11,,8,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",11,,9,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",11,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",11,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",12,,8,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",12,,9,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",12,,12,Parter,Disponibil
Apartament 1 cameră Oxford tip 3 parter,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"36,20 mp",N/A,N/A,"43,45 mp",12,,13,Parter,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,27,Etaj 1,Rezervat
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,42,Etaj 2,Rezervat
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,57,Etaj 3,Rezervat
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,27,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,42,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,57,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,27,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,42,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,57,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,27,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,42,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,57,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,27,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,42,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,57,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,27,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,42,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 4,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,57,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,34,Etaj 2,Rezervat
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",7,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,29,Etaj 2,Disponibil
